Name,Terrain,Type,Host Feature,Latitude,Longitude_180,Longitude_360,Funnel Max Diam,Funnel Min Diam,Inner Max Diam,Inner Min Diam,Azimuth,Depth,Depth_Num,Depth1,Depth2,Depth3,Image 1,Image 1 Line,Image 1 Sample,Inc 1,Em 1,Time 1,Res 1,Image 2,Inc 2,Em 2,Time 2,Res 2,Image 3,Inc 3,Em 3,Time 3,Res 3,Stereo IDs,DTM,Other Useful Images,Warnings,Description,Entrance Ramp?,Overhangs?,Nearby Pits?,Nearby Fractures?,Nearby Depressions?,In Dome?,Beside Dome?,In Depression?,Colinear Pits?,Colinear depressions?,Colinear Fractures?
King 35,Impact Melt,,King,6.4417,119.7252,119.7252,44,39,35,24,5,6,6,5,5.8,6.1,M113168034R,24625,2954,47.52,1.42,8.87,0.62,M1153439131L,58.53,-1.07,8.12,1.29,M1135766659R,28.99,1.28,10.12,1.17,"M143839277L,M143832493L",NAC_DTM_KINGCRATER4,,,"Pentagonal pit, NW rim is a slope to the floor.  There's a tiny pit-like depression ~20m W of the entrance ramp.  There are a few fractures running E-W ~100-150m S.",Y,?,N?,Y,Y,N,N,N,N,N,N
King 36,Impact Melt,,King,6.214,119.7664,119.7664,51,45,46,40,180,11,11,12.9,11.6,9,M1153439131L,29528,2481,58.48,-1.81,8.12,1.28,M182745931L,-48.26,2.04,15.21,1.27,M113168034R,47.44,0.25,8.87,0.62,"M143839277L,M143832493L",NAC_DTM_KINGCRATER3,,"Depth 1 is to lowest point, other measurements are to higher parts of the floor.","Elliptical pit with a rounded or conical floor, in a very subtle (~2-3m high?) rise.  Most of the floor is covered in boulders, and the W half appears to slope towards the center at a ~30 degree angle.  Wall height is up to ~10m (based on very high-Sun images), although there is a (very steep?) ramp from a point on the SW rim. No other collapse features in the area.",Y?,?,N,N,N,Y,N,N,N,N,N
King 37,Impact Melt,,King,6.3814,120.0056,120.0056,21,20,14,9,150,9,9,7.9,9.6,9.6,M1120456952R,27052,1947,32.22,0.85,9.88,1.17,M1131053889R,-27.63,-0.25,13.77,1.17,M106088433R,-35.37,-2.33,14.31,1.29,"M128509025L,M128502237L",NAC_DTM_KINGCRATER2,"M128509025L, M110804868L",,"Triangular pit, about half-way between two PRFs with edge collapses.  Clean floor, possible slight overhang under W rim, although other images suggest that that wall slopes to nearly the floor.  ~200m E of King 2.",N,Y?,Y,N,Y,N,N,N,Y?,N,N
King 38,Impact Melt,,King,6.37,119.9252,119.9252,35,16,24,11,125,8,8,4,10.7,8.2,M1131053889L,28090,3718,-27.55,1.04,13.76,1.17,M1120456952R,32.3,2.11,9.88,1.17,M108447638R,-11,-1.36,12.52,0.56,"M128509025R,M128502237R",NAC_DTM_KINGCRATER2,,Depth 2 is from higher N wall; Depth 3 is very high-Sun.,"Triangular pit at the S base of a PRF.  The SE wall is a ramp from rim to N wall; other walls are vertical.  There is a ~100m long fracture running NW-Se ~100m NW (not quite in line with this pit), and a ~50m-long fracture ~130m N.  King 16 is ~200m SE.",Y,?,Y,Y,Y,Y,Y,N,Y,Y?,Y
King 39,Impact Melt,,King,6.6308,119.9842,119.9842,8,6,5,4,55,5,5,4,4,7.3,M1131053889R,18233,620,-27.68,-0.09,13.77,1.17,M1181692437L,32.22,-0.89,9.89,1.24,M1164027461R,7.77,-0.24,11.95,1.17,"M128509025R,M128502237R",NAC_DTM_KINGCRATER2,,Depth 3 is extremely high-Sun,"Elliptical pit.  King 17 is ~165m S, there's a wide collapse in a PRF ~150m E, and there are a few other even smaller pits in the general area.",N,?,Y,Y,Y,N,N,N,N,N,N
King 40,Impact Melt,,King,6.4779,119.9976,119.9976,50,31,26,17,110,6,6,6.2,5.6,4.8,M1120456952R,30811,2238,32.24,1.03,9.88,1.17,M1138120053R,56.36,2.43,8.26,1.18,M1131053889R,-27.65,-0.18,13.77,1.17,"M128509025R,M128502237R",NAC_DTM_KINGCRATER2,,,"Rectangular pit in a system of fractures.  Not technically connected to any fractures, although there is a line of divots running WSW from the pit, passing through a similarly-sized collapse ~120m W, and joining up with a line of fractures ~180m to the W.  The NW rim is a ramp from surface to floor.  There's a ~2m pit 4m E of the E corner of the pit, and King 22 is ~185m NW.",Y,?,Y,Y,Y,N,N,N,N,N,Y?
King 41,Impact Melt,,King,6.6376,119.8299,119.8299,16,7,12,5,135,6,6,5.2,3.5,8.6,M154453455R,27545,2958,-16.17,-1.42,13.03,0.6,M106088433R,-35.24,0.21,14.3,1.29,M108447638L,-11.13,1.66,12.51,0.56,"M136762839R,M136756054L",NAC_DTM_KINGCRATER3,,Depth 3 is very high-Sun,"Long, narrow pit ~60m S of a NW-SE trending linear depression containing a few fractures and collapses.  SE rim is a ramp from surface to floor.  NW end of floor is filled with 0.5-2m boulders.  King 26 is ~300m W.",Y,?,N?,N?,Y,N,N,N,N,N,N
King 42,Impact Melt,,King,6.3321,120.0066,120.0066,30,16,16,10,145,6,6,7.8,4.8,4.9,M1120456952R,25137,1879,32.21,0.81,9.88,1.17,M1131053889R,-27.62,-0.24,13.77,1.17,M106088433R,-35.36,-2.35,14.31,1.29,"M103732241R,M103725084R",NAC_DTM_KINGCRATER2,,,"Triangular pit just SW of a saddle between two PRFs.  S corner appears to be ramp from rim to floor, and there is a slight depression running ~100m further to the SE.  W wall appears very steeply sloped (>80 degrees?), not quite vertical.  King 34a is ~290m WNW, and there are several small collapse features running NW-SE to the E.",Y,?,Y,N,Y,N,Y,Y,N,Y,N
Klute W 1,Impact Melt,,Klute W,38.086,-143.115,216.885,25,19,16,10,100,7,7,6,6.6,7.5,M140840176R,12918,2500,39.85,1.15,11.67,0.62,M127871750L,50.83,-2.52,9.45,0.47,M1119832662L,42.96,-2.15,10.45,1.41,"M143201144L,M143194361L",,,,"An elliptical pit with fairly pronounced funnel.  A slope in the NE appears to reach the surrounding surface with no wall. There is an edge of a shadow visible in the slewed image M143194361L that indicates a slight (~1-2m) overhang with no illuminated back wall. Possible fracture with collapses starting ~100m north, possible round-bottomed linear depression ~200m east.",Y?,Y?,N,Y?,Y,Y,Y,N,N,N?,N?
Klute W 2,Impact Melt,,Klute W,38.1157,-143.1035,216.8965,30,19,12,9,25,5,5,3.8,3.9,6.4,M140840176R,11580,2050,39.88,0.89,11.67,0.62,M127871750L,50.84,-2.87,9.45,0.47,M182117615R,-63.59,-1.27,15.78,1.54,"M171495141L,M171488353L",,,,"Pit at the south end of a cluster/string of linear features trending NNE/SSW.  This pit is in a ~80m long depression.  The NW wall appears to be a slope from surface to floor, other walls are vertical (perhaps with protruding rocks).  There's a ~40m long linear fracture/depression ~60m NW, a ~60-m long S-shaped fracture/narrow pit ~150m N, and Klute W 6 is ~300m NNE.",Y,?,Y,Y,Y,N,N,N,N,Y,N
Klute W 3,Impact Melt,,Klute W,38.098,-143.0615,216.9385,20,19,18,13,145,6,6,6,4.7,6.7,M140840176R,12390,425,39.86,-0.11,11.67,0.62,M1115116170L,-47.01,2.82,14.15,1.43,M1119832662L,42.95,-2.7,10.46,1.42,"M171495141L,M171488353L",,,,"Pit in the north side of a slight rise.  North wall is a slope to floor level, other walls appear uncollapsed.  ~200m NW of a NNE/SSW trending 50m-long fracture, and ~200m SE of Klute W 5.",Y,?,Y,Y?,Y,Y,Y,N,Y?,N,N
Klute W 4,Impact Melt,,Klute W,37.8581,-143.1089,216.8911,16,12,6,5,10,>8,8,>7.9,>5.8,>7.9,M140840176R,23163,2316,39.63,1.04,11.67,0.62,M1148101020L,-37.05,3.06,12.38,1.49,M1135119263R,43.94,1.38,10.5,1.58,"M143201144L,M143194361L",,,"There seems to be a lit floor at 4.2 m depth in M140840176R, but the shadow edge does not agree with the sun direction.  If it is a floor, and not wall, then the depth is ~4m, but there is a deeper section.","An elliptical pit at the north end of a ~60m long linear depression.  Another ~60m segment start ~70 NE of the pit's segment, in line with that segment, ending when it runs into a small rise.  There is another ~150m long linear depression, with some cliffs along it, ~100m to the SE.  There appears to be a small boulder filling much of the south end of the pit.  A slewed image (M171488353L) may be showing a few meters of overhang to the west.",N,Y?,N?,N,Y,N,N,Y,N,N?,N
Klute W 5,Impact Melt,Uncertain,Klute W,38.1018,-143.0677,216.9323,21,14,5,4,140,2,2,N/A,2.1,N/A,M140840176R,12214,670,39.86,0.1,11.67,0.62,M1115116170L,-47.01,2.89,14.15,1.43,M1119832662L,42.96,-2.63,10.46,1.42,"M143201144L,M143194361L",,,"Might be able to get multiple shadow depths, but most images are either slewed, low-res, or have the sun shining straight down the collapsed slope.","Small pit(?) on the SW side of a slight rise.  Funnel is very pronounced, and south wall is a slope down to floor level (probably).  Hard to make out the morphology.  ~200m NW of Klute W 3, ~150m SE of a feature that appears to be a cliff cutting off the end of yet another small rise.",Y?,?,Y,N,Y,Y,N,N,Y?,N,N
Klute W 6,Impact Melt,,Klute W,38.1256,-143.099,216.901,53,29,28,12,55,7,7,7,6.9,6.2,M140840176R,11143,1874,39.89,0.78,11.67,0.62,M127871750L,50.84,-3.01,9.45,0.47,M1135119263R,44.15,1.15,10.5,1.59,"M171495141L,M171488353L",,,,"Rectangular pit in a series of NE-SW-trending fractures and depressions.  The NW wall is a slope from rim to floor.  There's a 22m long fracture 12m NE (arguably part of the same pit- the SE rim appears continuous, though more of a slight rise than a sharp rim in the space between pit and fracture).  There's another NE-SW fracture ~120m NE of Klute W 6.  Klute W 2 is ~300m SSW.",Y,?,Y,Y,Y,N,N,Y?,Y,N?,Y
Lalande 1,Impact Melt,,Lalande,-4.4579,-8.5333,351.4667,21,15,7,N/A,40,8,8,8.5,7.8,>4.9,M172975608L,22312,1550,16.36,-2.27,10.93,0.47,M1118936862R,15.84,0.74,11.01,0.96,M114009947L,56.61,-0.8,8.23,0.5,"M172975608L,M1243695049L",,,Depth 3 is to half-way up the funnel; Depth 2 is a ~3px shadow. Stereo is accidental and probably only works for manual viewing.,"A semicircular collapse that seems to be mostly funnel.  The east wall is a cliff, other walls are just slopes.  There is a pair of straight parallel fractures/depressions ~280m SW, and a small linear pit(?) ~280m NW.",Y,?,N,Y,Y,N?,Y,N,N,N,N
Lalande 2,Impact Melt,,Lalande,-4.4949,-8.5008,351.4992,22,15,19,12,15,6,6,5,7,>3.9,M114009947L,29349,2082,56.58,-1.97,8.23,0.5,M1118936862R,15.82,0.13,11.01,0.96,M1096551351L,-68.54,0.26,16.57,1.03,"M1118936862R,M1243695049L",,,Stereo is accidental and probably only works for manual viewing.,"An elliptical pit in, but not connected to, a set of NE-SW trending fractures.  E wall is vertical, W and SW walls are slopes interrupted by blocks.  A few other small collapses in the area, and a 90m linear collapse/fracture is 250m SE.",Y?,?,?,Y,Y,N,N?,N,N,N,Y
Lalande 3a,Impact Melt,,Lalande,-4.5322,-8.5107,351.4893,13,10,8,7,45,8,8,>5.9,7.6,>2.3,M114009947L,31422,2652,56.59,-1.63,8.23,0.5,M1180172051R,15.44,0.11,11.03,1,M1096551351L,-68.53,0.45,16.57,1.03,"M1180172051R,M1243695049L",,,Stereo is accidental and probably only works for manual viewing.,"Rectangular pit flanked by two much shallower pits (3b and 3c).  Floor appears smooth in only (low-res) image we have of it.  There is a heavily-fractured and collapsed region ~135m NE, and several sub-5m possible pits to the E.",N,?,Y,Y,Y,N,N?,N,Y,N,N?
Lalande 3b,Impact Melt,,Lalande,-4.5328,-8.5105,351.4895,31,28,28,23,40,4,4,3.3,3.6,4,M114009947L,31456,2639,56.59,-1.64,8.23,0.5,M1180172051R,15.44,0.11,11.03,1,M1096551351L,-68.53,0.45,16.57,1.03,"M1180172051R,M1243695049L",,,Stereo is accidental and probably only works for manual viewing.,"Elliptical pit abutting on  the S corner of 3a.  Most of the floor is covered by ~1m boulders.  Possible access slope on the SW side, depending on boulder density.",Y?,?,Y,Y,Y,N,N?,N,Y,N,N?
Lalande 3c,Impact Melt,,Lalande,-4.5312,-8.51,351.49,23,20,16,15,125,5,5,3.1,7.2,3.3,M114009947L,31364,2611,56.59,-1.66,8.23,0.5,M1180172051R,15.44,0.11,11.03,1,M1096551351L,-68.53,0.44,16.57,1.03,"M1180172051R,M1243695049L",,,Stereo is accidental and probably only works for manual viewing.,Roughly square pit ~20m NE of 3a.  Floor is entirely covered in ~1m boulders.,N,?,Y,Y,Y,N?,N?,N,Y,N,N?
Lalande 5a,Impact Melt,,Lalande,-4.3408,-8.5771,351.4229,13,12,7,6,125,4,4,2.3,3.4,5.4,M114009947R,20735,1939,56.65,0.82,8.22,0.5,M172975608L,16.38,-0.64,10.92,0.47,M1101267085R,-15.57,-2.33,13.02,1.03,"M172975608L,M1243695049L",,,Stereo is accidental and probably only works for manual viewing.,"Rectangular pit, NE wall protrudes into pit interior (possibly as a ramp?). Smaller collapse features (pits?) 15 and 50 m NW, and 135m E.",N?,?,Y?,Y,Y,N,Y,N,N?,Y,Y
Lalande 12,Impact Melt,,Lalande,-4.4275,-8.5564,351.4436,11,9,8,4,150,11,11,11.3,9.9,10.6,M172975608L,20631,3026,16.38,-1.4,10.93,0.47,M1118936862R,15.85,1.19,11.01,0.96,M1103624254L,12.14,-3.05,11.22,1.03,"M172975608L,M1243695049L",,,"All depths might be minimums. Floor is only unambiguously visible in M109290998L, but incidence (~3 degrees) is approximately the same as emission (~2 degrees). Stereo is accidental and probably only works for manual viewing.","Irregular pit. ""Funnel"" is odd- it looks like there is an outer rim with vertical walls, in addition to the normal inner pit.  On the east edge of a ~150x100m rough area (probably slightly raised, possibly a fracture field- no stereo and lack of low-Sun images make it hard to classify).  There is a pair of shallow pits ~250m SE, and a complex set of fractures ~150m SW.",N,?,Y,Y,Y,N,Y,N,Y?,Y,Y
Lalande 13,Impact Melt,,Lalande,-4.3571,-8.6946,351.3054,N/A,16,13,10,25,8,8,7,9,9.3,M144680975L,22205,261,48.99,-3.04,8.74,0.49,M1101267085R,-15.46,-0.24,13.01,1.03,M1103624254L,12.25,-0.6,11.21,1.02,"M1103624254L,M1243695049R",,,"Depths 2 and 3 are very low incidence angles (15 and 12 degrees, respectively). Stereo is accidental and probably only works for manual viewing.","Pit at the end of a ~100m long linear depression in a set of similar parallel depressions.  Looks like a set of fractures, but I don't see any actual fracturing.  Flat floor, no entrance slopes.",N,?,N,Y,Y,N,N,Y,N,Y,Y
Messier A 1,Impact Melt,,Messier A,-2.0279,46.8995,46.8995,13,9,8,4,50,15,15,15.2,14.5,>9.1,M126622485R,16286,1502,24.72,0.56,10.37,0.44,M185576460R,-14.28,-2.04,12.92,1.04,M1188052583L,-73.42,3.02,16.9,1.32,"M190294287L,M190287137L",,,"Depth 1 may be to west wall, not floor.  Depth 2 may be to south wall/slope.  Depth 3 is minimum, west wall to east wall.","Irregular/trapezoidal pit, south wall/corner appears to have a sloping collapse, but is probably not continuous to rim.  No good view of floor. Several much larger fracture-associated pits ~200m to the SW, otherwise the immediate surroundings are very flat.",N?,?,Y,Y,N,N,N,N,N,N,N
Messier A 2b,Impact Melt,,Messier A,-2.0166,46.9017,46.9017,11,8,5,4,160,10,10,8.5,11.8,>6.5,M126622485R,16898,1346,24.71,0.48,10.37,0.44,M185576460R,-14.28,-2.07,12.92,1.04,M183217585L,-41.68,1.7,14.77,1.05,"M190294287L,M190287137L",,,"Depths 1 and 2 might be to floor, but it's unclear due to resolution","Small irregular pit with no visible floor ~350m north of Messier A 1, and 150m SW of Messier A 2a.  See Messier A 2a description for nearby features.",N,?,Y,Y,Y,N,N,N,N,N,N
Messier A 2a,Impact Melt,,Messier A,-2.014,46.9059,46.9059,22,21,20,17,125,5,5,5.2,6.2,3.8,M1138603796R,26785,1489,60.96,0.57,7.94,1.05,M126622485R,24.71,0.31,10.37,0.44,M183217585L,-41.69,1.62,14.77,1.05,"M190294287L,M190287137L",,,Depths 1 and 2 are to south-center of pit floor.  Depth 3 is measured right next to east wall.,"Wide pit with very bowl-shaped floor- much deeper in center than at edges.  ~50 m NE of Messier A 2b. Several ~2-3m boulders on the floor.  No entrance ramps.  Several much larger fracture-associated pits ~150m to the NW, otherwise the immediate surroundings are very flat.",N,?,Y,Y,Y,N,Y,N,N,N,Y
Messier A 4a,Impact Melt,Fracture,Messier A,-2.044,46.8825,46.8825,33,14,22,9,175,14,14,16,11.8,>8.5,M126622485R,15398,2687,24.74,1.25,10.37,0.44,M185576460R,-14.27,-1.74,12.92,1.04,M159643869L,45.12,-2.94,9,0.43,"M190294287L,M190287137L",,,,"Elongated pit, clearly associated with a fracture system that covers most of a square kilometer, but is not itself attached to a fracture.  There's a slight depression running south, where it joins up with some open fractures. There are a couple of other fracture-associate pits in the area of similar depth and lack of open fractures connected to them.  Definitely a possibility for sub-surface passageways, if you don't mind falling rocks.",N,?,Y,Y,Y?,N,N,N,N,N,Y
Messier A 4b,Impact Melt,Fracture,Messier A,-2.0459,46.8839,46.8839,N/A,16,16,13,155,>20,20,>13,>23,>11,M126622485R,15282,2587,24.73,1.19,10.37,0.44,M185576460R,-14.27,-1.77,12.92,1.04,M159643869L,45.12,-2.99,9,0.43,"M190294287L,M190287137L",,,No floor visible in any images.,"Like Messier 4a, but rounder, and with depressions running from both N and S ends to nearby open fractures.  60m SSE of Messier 4a",N,?,Y,Y,Y?,N,N,N,N,N,Y
Milichius A 1,Impact Melt,,Milichius A,9.2642,-32.0732,327.9268,21,14,17,9,135,9,9,7.5,11.1,,M1121450954R,21290,1258,44.23,0.43,9.1,1.11,M183739611R,-36.56,-0.34,14.39,1.25,,,,,,N/A,,,"In M1188565412L, pit is right on the edge of the shadow from the crater rim.","A roughly triangular pit.  North wall appears to be a slope to the south and east walls, though it may not be traversable.  Cannot see any floor that is not part of the north wall slope.  ~50m SW of a ~300m long raised rocky feature, but otherwise nothing nearby.",Y?,?,N,N,N,Y,Y,N,N,N,N
Oday 1,Impact Melt,,Oday,-30.9692,158.0535,158.0535,20,14,17,9,145,>7,7,>6.6,>6.2,>7.6,M112917460R,17934,2033,51.07,0.88,9.07,0.69,M125895771L,35.91,-0.85,10.93,0.58,M1117842450L,32.33,1.79,11.83,0.74,"M1250880175R,M1250873142R",,,,"Comma-shaped pit in a region of NE-SW trending linear depressions/fractures.  Southern end of pit is filled with boulders (tops ~6m below rim), northern end floor has never been visible.  South end has a ramp leading into the boulder field.  Several tiny probably pits surround this one.",N?,?,Y,Y,Y,N,N,N,Y,Y,Y
Oday 2,Impact Melt,,Oday,-30.9463,158.0644,158.0644,34,16,14,12,25,4,4,4,4.1,4.7,M112917460R,16938,1637,51.05,0.65,9.07,0.69,M176603102L,63.04,-1.08,8.11,0.53,M125895771L,35.89,-1.14,10.93,0.58,"M1250880175R,M1250873142R",,,All depths measured from NW wall (adjacent to PRF),"Rectangular pit ~150m from the crater wall, SW wall is a nearly uninterrupted slope to surface.  There are more depressions and collapses to the SW suggesting a larger partially-collapsed void space, with possible uncollapsed bridge.  Subtle PRF just to the NE.  Linear collapse/fracture ~65m W.",Y?,?,N,Y,Y,N,Y,N,N,Y,N
Ohm 1,Impact Melt,Fracture,Ohm,18.0805,-113.6813,246.3187,31,30,15,13,130,>16,16,>16.5,>8.2,>10.9,M184275909R,20314,1844,-33.67,-0.79,13.99,1.3,M181917051L,-59.2,1.83,15.86,1.31,M102901755R,-71.26,-1.6,16.68,1.42,"M1213833178L,M1213819108L",,,"No high-Sun images are non-slewed.  Floor is only visible in 16 degree slewed image M125313001R, and complex lighting geometry makes shadow measurements from that image untenable.","Triangular pit at the end of a ~57m fracture, which is in line with a larger set or arcuate fractures/collapses.  Possible overhang of a meter or two revealed by slewed image in stereo pair.  At other end of fracture is a 40x35m bean-shaped funnel, with lowest point at the opening into the fracture.  Floor appears smooth.",N,Y?,Y?,Y,Y,N,N,N,Y?,Y,Y
Ohm 2,Impact Melt,,Ohm,18.6687,-113.5859,246.4141,36,26,12,N/A,75,16,16,14.3,15.6,18.5,M140650524L,30040,3402,20.31,-1.2,11.85,0.62,M1134934841R,27.08,1.17,10.73,1.34,M184275909R,-34.01,-1.83,14,1.31,"M1213833178L,M1213819108L",,,,"Irregular pit with very pronounced funnel.  No visible floor in the available images.  North wall appears to slope down to the south wall, may be traversable.  There is a 150m long, 40m wide straight, round-bottomed depression lies ~100m NW.  Possible subtle depression running parallel to that with Ohm 2 at its E end.",Y?,?,N,N,Y,N,N,N?,N,Y,N
Palitzsch B 1,Impact Melt,,Palitzsch B,-26.3162,68.1911,68.1911,32,28,15,14,175,13,13,13,12.4,,M170118311R,9087,2167,-29.87,-0.95,13.16,0.54,M1105481938L,40.61,-1.8,9.81,0.86,,,,,,"M1105489082R,M1105474794L",,,Floor is only visible in two images.,"Heart-shaped pit, no collapsed walls, but a very pronounced funnel.  One ~2m boulder visible on the floor, and several comparable boulders exposed in the funnel.",N,?,N,N,N,N,Y?,N,N,N,N
Picard 1,Impact Melt,,Picard,14.4714,54.6591,54.6591,25,17,12,8,135,10,10,6.8,15,8,M1166807824L,39804,3584,36.15,-1.12,9.78,1.23,M1149153951L,15.54,-1.96,11.47,1.22,M1131480463R,-26.53,-0.18,13.43,1.27,"M1144452219R,M1144437995R",,M134829026R ,All shadow measures are on <4px shadow lengths.,"Irregular pit, resolution in well-lit images is too low to make out details. No apparent collapsed walls, although there may be a boulder sticking out of the SW wall. In the middle of a very generic-looking cratered slope.",N,?,N,N,N,N,N,N,N,N,N
Philolaus 1,Impact Melt,,Philolaus,72.4657,-31.4196,328.5804,37,37,N/A,N/A,180,>8,8,>8.2,>8.0,>8.1,M109452586R,35986,455,73.99,-0.15,11.87,0.62,M168399883R,-77.08,0.09,14.31,0.74,M1164979603L,74.14,-1.32,10.82,1.71,N/A,,,,"Round funnel.  Sun is too low in all images to determine if there are vertical walls.  Definitely too deep to be an impact crater.  SW-NW trending depression (mostly, but not entirely, consisting of round depressions that may be degraded impact craters) is ~1 radius NE.",?,?,N,N,Y,N,N,N,N,N,N
Proclus 1a,Impact Melt,,Proclus,16.2972,46.8941,46.8941,40,32,33,18,135,11,11,10.7,9.1,12.4,M139598775R,11581,1926,-20.4,-0.8,12.67,0.47,M1175105466L,-49.07,1.75,15.17,1.15,M187935731R,20.04,1.46,11.1,1.29,"M1175112574L,M1175098358L",,,"Depth 3 may be high, due to combinations of high Sun and low resolution.","NE (and more clearly-defined) of a pair of pits ~65m apart.  There is a ridge of rock (perhaps a half-buried boulder?), ~30m long, situated between them, and a series of subtle depressions loops around that rock to the NW.  This pit has a few 2-8m boulders on the floor.  A slewed image towards the east wall does not reveal any significant overhang, but that is the far wall from Proclus 1b and the other adjacent depressions.  There is a shallow depression/cliff/fracture thing ~150m to the SE.",N,N?,Y,N,Y,N,N,N,N,N,N
Proclus 1b,Impact Melt,,Proclus,16.2959,46.8916,46.8916,42,30,36,23,175,14,14,12.8,12.6,16.5,M139598775R,11654,1768,-20.4,-0.71,12.67,0.47,M1175105466L,-49.07,1.79,15.17,1.15,M187935731R,20.04,1.5,11.1,1.29,"M1175112574L,M1175098358L",,,"Depth 3 may be high, due to combinations of high Sun and low resolution.","The SW pit of the Proclus 1 pair.  The N and SE walls of this pit appear to be at least partially collapsed, and may be smooth down to floor level.",Y?,?,Y,N,Y,N,Y,N,N,N,N
Rutherfurd 1a,Impact Melt,,Rutherfurd,-60.7788,-11.8124,348.1876,18,17,14,13,70,5,5,5.6,4.7,>3.4,M109305653L,5001,4150,59.32,-0.75,11.8,0.53,M168287020R,-66.14,-1.73,14.56,0.44,M114024557R,73.87,2.45,8.15,0.79,N/A,,,"M1361100396L, M13202480613R","Larger of a pair of adjacent pits. Roughly square, with walls oriented ~45 degrees away from a line drawn through the pair of pits. Has a clear floor, appears to have a slope running from south corner to floor, maybe traversable.  May be in a very subtle depression that is aligned with the pair of pits, but I think that's an optical illusion.  ~300m ENE roughly along the line of the pits is another cliff/depression/collapse (Rutherfurd 3).",Y?,?,Y,N,Y,N,N?,N,Y,Y,N
Rutherfurd 1b,Impact Melt,,Rutherfurd,-60.7789,-11.8138,348.1862,15,14,9,N/A,65,>3,3,>2.8,>3.3,>1.8,M109305653L,5008,4184,59.32,-0.73,11.8,0.53,M168287020R,-66.14,-1.7,14.56,0.44,M114024557R,73.87,2.48,8.15,0.79,N/A,,,"M1361100396L, M13202480613R","Smaller of the Rutherfurd 1 pair, may just be a cliff, not a pit- data is ambiguous.  The pair is probably not a bridge, as I think that some light would pass under it visibly in M114024557R, but nothing is visible.",Y,?,Y,N,Y,N,N?,N,Y,Y,N
Rutherfurd 2,Impact Melt,,Rutherfurd,-60.7757,-11.747,348.253,36,30,24,19,10,9,9,8.9,>9,,M109305653L,4795,2305,59.31,-1.84,11.81,0.53,M114024557R,73.84,1.38,8.15,0.79,,,,,,N/A,,,"M1361100396L, M13202480613R","Round pit, east wall slopes down to floor  There's a ~200m long, 35m wide, ~7m deep linear depression running NW/SE starting ~60m to the NW, and a few more round to elliptical depressions with some degree of vertical wall/rim outcropping running in a chain ~50m south of that. ",Y,?,N?,N,Y,N,Y,N,N,Y,N
Rutherfurd 3,Impact Melt,Uncertain,Rutherfurd,-60.7751,-11.7924,348.2076,31,18,18,8,70,3,3,3.9,3.3,3.5,M109305653L,4791,3587,59.31,-1.08,11.8,0.53,M168287020R,-66.14,-2.12,14.56,0.44,M114024557R,73.86,2.13,8.15,0.79,N/A,,,"M1361100396L, M13202480613R","Collapse ~300m ENE of Rutherfurd 1a/b, roughly in line with those two pits.  Only north wall is vertical (and maybe a few meters of SE wall), others are slopes.",Y,?,Y,N,Y,N,N,N,Y,N,N
Schomberger A 1,Impact Melt,,Schomberger A,-78.0579,25.3441,25.3441,13,9,10,6,70,>1.4,1.4,>1,>1.4,,M188041160L,38860,1673,80.07,-1.21,10.65,0.47,M1164712203R,-77.16,1.73,12.09,0.73,,,,,,N/A,,,"In M124414905L and M170411216L, the north rim of the pit is covered by a shadow from a nearby hill.","An apparent pit with a very large boulder in the middle (~3m wide visible, but that fills much of the pit).  Due to the latitude, no floor is visible, but the rim morphology is a classic pit.  Immediate surroundings are flat, but it's in the middle of a field of ~50m long hill/boulder things.",N,?,N,Y,N?,N,N,N,N,N,N
Sharonov 1a,Impact Melt,,Sharonov,12.5745,173.4036,173.4036,19,13,7,6,20,>12,12,21,>13.8,>10,M1148378060R,12903,747,-11.53,-0.15,12.09,1.3,M154100698R,-21.97,-0.52,13.28,0.58,M1150734112L,28.91,-1.67,10.23,1.31,"M1107145968R,M1107131676R",,,"Depth 1 may be high, due to combinations of high Sun and low resolution.  All measurements may be affecteed by low resolutions.","Small pit with no apparent wall collapses, and probably no floor visible. Located on top of what appears to be a wrinkle ridge.  ~75m further NW along the ridge is a cluster of depressions/pit/collapses, including Sharonov 1b.",N,?,Y,N,Y,Y,N,N,Y,N,N
Sharonov 1b,Impact Melt,,Sharonov,12.5762,173.4015,173.4015,15,12,7,6,45,8,8,13,4.5,6.7,M1148378060R,12963,700,-11.53,-0.12,12.09,1.3,M154100698R,-21.97,-0.46,13.28,0.58,M1150734112L,28.92,-1.64,10.23,1.31,"M1107145968R,M1107131676R",,,"Depth 1 may be high, due to combinations of high Sun and low resolution.  All measurements may be affecteed by low resolutions.","Rounder and shallower pit than Sharonov 1a.  SW wall appears to be a rough slope down to the floor, possibly traversable.  One visible 2m boulder on the floor.  Two other notable depressions adjacent (funnels have merged), but neither appears to have collapsed to the point of having vertical walls.",Y,?,Y,N,Y,Y,N,N,Y,N,N
